account_id,contract_type,customer_id,has_device_protection,has_internet_service,has_multiple_lines,has_online_backup,has_online_security,has_phone_service,has_premium_tech_support,has_unlimited_data,internet_type,num_referrals,paperless_billing,payment_method,tenure_months,avg_gb_download_monthly,avg_long_distance_fee_monthly,stream_movie,stream_music,stream_tv,total_charges_quarter,total_long_distance_fee,total_monthly_fee,total_refunds,age,gender,married,num_dependents,senior_citizen,zip_code,area_id,city,latitutde,longitude,population,status
RYQI-DLUFV,Month-to-Month,7742-MYPGI,No,Yes,No,No,No,Yes,Yes,Yes,DSL,3,Yes,Credit Card,6,10,49.45,No,No,No,297.35,296.7,48.8,0.0,39,Female,Yes,2,No,95426,1236,Cobb,38.838088,-122.73203,1591,0
RZDA-PGTSF,One Year,6500-JVEGC,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,68,7,11.22,No,No,Yes,7110.75,762.96,101.35,0.0,56,Male,No,0,No,90715,136,Lakewood,33.841027,-118.078097,20890,0
RZEA-GTKVJ,Month-to-Month,8945-GRKHX,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,1,10,46.09,Yes,Yes,No,78.65,46.09,78.65,0.0,41,Female,No,0,No,93110,629,Santa Barbara,34.437945,-119.77191,15757,1
RZJZ-JONVY,Two Year,7826-VVKWT,Yes,Yes,No,No,No,Yes,No,Yes,Fiber Optic,9,Yes,Bank Withdrawal,24,23,20.78,Yes,Yes,Yes,2263.45,498.72,96.55,0.0,69,Female,Yes,1,Yes,92114,362,San Diego,32.707892,-117.05512,66838,0
SAYW-SEUZV,Month-to-Month,7083-YNSKY,No,No,Yes,No,No,Yes,No,No,None,0,Yes,Credit Card,15,0,45.84,No,No,No,399.6,687.6,25.4,0.0,22,Female,No,0,No,95242,1148,Lodi,38.128087,-121.4078,22073,1
SBAA-WBLXQ,Month-to-Month,9079-YEXQJ,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Fiber Optic,0,No,Bank Withdrawal,54,16,46.74,Yes,Yes,Yes,6014.85,2523.96,111.1,0.0,56,Female,No,0,No,91710,244,Chino,33.990646,-117.663025,75319,1
SBCB-BQHIK,Month-to-Month,7047-YXDMZ,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,21,0,34.39,No,No,No,417.7,722.19,20.0,0.0,59,Male,No,0,No,94591,989,Vallejo,38.105733,-122.186338,51665,0
SBHC-KLQON,Two Year,8219-VYBVI,No,No,Yes,No,No,Yes,No,No,None,0,No,Credit Card,39,0,49.95,No,No,No,1004.35,1948.05,25.0,0.0,52,Male,No,3,No,92067,339,Rancho Santa Fe,33.012751,-117.200617,7615,0
SCLJ-AMVJC,Two Year,9290-SHCMB,Yes,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,13,24,26.68,Yes,Yes,Yes,1235.55,346.84,96.85,0.0,74,Female,No,0,Yes,95919,1462,Brownsville,39.440687,-121.263583,1237,0
SDBQ-GULMX,Two Year,8774-GSBUN,No,No,Yes,No,No,Yes,No,No,None,8,No,Credit Card,72,0,4.15,No,No,No,1797.1,298.8,25.4,0.0,40,Male,Yes,0,No,90222,68,Compton,33.912246,-118.236773,29825,0
SDUC-CJBSZ,One Year,6746-WAUWT,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,19,0,26.54,No,No,No,386.5,504.26,19.7,0.0,62,Male,No,0,No,95368,1208,Salida,37.713152,-121.08739,12466,0
SDUV-OJGXG,One Year,9489-UTFKA,No,Yes,No,No,Yes,Yes,No,Yes,DSL,9,No,Bank Withdrawal,8,23,22.4,No,No,Yes,551.95,179.2,60.9,16.58,76,Male,Yes,0,Yes,94535,947,Travis Afb,38.265899,-121.939461,9978,0
SENC-XOATR,Month-to-Month,9524-EGPJC,No,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,0,Yes,Bank Withdrawal,18,19,34.21,Yes,Yes,No,1612.75,615.78,90.1,48.26,33,Female,No,0,No,94595,991,Walnut Creek,37.862128,-122.075197,18024,1
SEPF-OGTQN,Two Year,6806-YDEUL,No,No,No,No,No,Yes,No,No,None,0,No,Bank Withdrawal,6,0,2.03,No,No,No,106.8,12.18,19.5,0.0,67,Female,No,0,Yes,95817,1429,Sacramento,38.550722,-121.457314,14966,0
SEWQ-POLRE,Month-to-Month,8780-IXSTS,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,6,3,1.15,No,No,Yes,521.3,6.9,90.1,0.0,53,Female,No,0,No,92109,358,San Diego,32.787836,-117.232376,46086,1
SEZS-PCSKN,Two Year,8148-WOCMK,No,No,No,No,No,Yes,No,No,None,1,No,Credit Card,8,0,13.43,No,No,No,125.0,107.44,19.6,0.0,54,Male,Yes,3,No,91384,221,Castaic,34.506627,-118.699048,22177,0
SFKL-GBCCF,Two Year,8164-OCKUJ,No,No,No,No,No,Yes,No,No,None,1,No,Credit Card,59,0,2.47,No,No,No,1286.0,145.73,20.6,0.0,45,Female,Yes,2,No,95954,1489,Magalia,39.933852,-121.584371,11168,0
SGDW-VARCS,Month-to-Month,9169-BSVIN,Yes,Yes,Yes,No,No,Yes,No,Yes,DSL,0,No,Bank Withdrawal,12,53,18.52,Yes,Yes,Yes,827.05,222.24,74.75,0.0,21,Male,No,0,No,92596,523,Winchester,33.657433,-117.04254,4093,0
SGHI-IHSSC,Month-to-Month,9089-UOWJG,Yes,Yes,No,No,No,Yes,No,Yes,DSL,2,Yes,Credit Card,12,52,7.97,No,No,Yes,740.55,95.64,58.35,0.0,51,Female,Yes,3,No,95651,1368,Lotus,38.815515,-120.916997,485,0
SGTQ-BISYR,One Year,8409-WQJUX,Yes,Yes,No,No,No,No,Yes,Yes,Cable,0,No,Bank Withdrawal,25,29,0.0,Yes,Yes,Yes,1423.15,0.0,54.2,0.0,37,Female,No,0,No,95521,1289,Arcata,40.839958,-124.003757,19596,0
SGUJ-NQZLA,Two Year,7688-AWMDX,No,Yes,No,No,Yes,Yes,Yes,Yes,DSL,5,No,Bank Withdrawal,71,59,48.32,No,No,No,3778.2,3430.72,54.5,0.0,21,Male,Yes,0,No,92131,378,San Diego,32.89325,-117.087091,29283,0
SHDY-SPFLH,One Year,8561-NMTBD,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,3,Yes,Credit Card,67,52,20.41,Yes,Yes,Yes,7388.45,1367.47,112.35,0.0,20,Female,Yes,3,No,90260,81,Lawndale,33.88856,-118.351813,33300,0
SHGY-KARHZ,Month-to-Month,8155-IBNHG,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,1,Yes,Credit Card,24,29,17.73,No,No,No,1747.85,425.52,75.4,0.0,55,Female,Yes,0,No,92103,352,San Diego,32.747484,-117.166877,30202,1
SIFG-FEWMV,Month-to-Month,8180-AKMJV,No,Yes,No,No,No,Yes,No,Yes,Cable,0,Yes,Credit Card,1,82,23.04,No,No,No,44.55,23.04,44.55,0.0,27,Female,No,0,No,96117,1602,Litchfield,40.507272,-120.338228,385,0
SJEB-HBYCT,Month-to-Month,7480-QNVZJ,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,50,11,18.92,Yes,Yes,Yes,4816.7,946.0,95.7,0.0,65,Male,No,0,Yes,90005,5,Los Angeles,34.059281,-118.30742,43019,1
SJHP-QNTBX,Month-to-Month,9909-IDLEK,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,7,No,Credit Card,20,23,42.06,No,No,Yes,1826.7,841.2,96.8,0.0,32,Male,Yes,3,No,90265,84,Malibu,34.074572,-118.831181,19630,0
SJID-UROKO,Two Year,7109-CQYUZ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,0,Yes,Credit Card,52,30,6.8,Yes,Yes,Yes,4652.4,353.6,89.25,0.0,34,Male,No,0,No,90210,63,Beverly Hills,34.099891,-118.414338,21397,0
SJNY-CQODU,Month-to-Month,9961-JBNMK,Yes,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,21,7,42.27,Yes,No,Yes,2030.3,887.67,96.8,10.2,79,Male,No,0,Yes,92239,395,Desert Center,33.889605,-115.257009,964,1
SJZF-MSWJK,Two Year,9029-FEGVJ,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,2,No,Mailed Check,32,11,2.17,No,No,No,2570.0,69.44,79.3,0.0,68,Female,Yes,0,Yes,92027,324,Escondido,33.141265,-116.967221,48690,0
SKFB-KCPQY,Month-to-Month,8185-UPYBR,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,4,Yes,Bank Withdrawal,6,13,21.23,No,No,No,438.0,127.38,75.5,0.0,33,Male,Yes,0,No,90254,79,Hermosa Beach,33.86532,-118.396336,18693,1
SKQX-UQHLI,Month-to-Month,8498-XXGWA,Yes,Yes,No,No,Yes,Yes,No,Yes,DSL,7,Yes,Credit Card,65,26,19.99,No,No,No,3673.15,1299.35,55.15,0.0,63,Female,Yes,0,No,90265,84,Malibu,34.074572,-118.831181,19630,0
SKSL-QDKCC,Month-to-Month,7789-CRUVC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,1,Yes,Credit Card,61,29,33.75,No,No,No,5895.45,2058.75,94.2,0.0,77,Female,Yes,0,Yes,92107,356,San Diego,32.741852,-117.243453,27959,0
SLES-AUBQE,Two Year,7167-PCEYD,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,67,0,4.72,No,No,No,1311.3,316.24,19.8,0.0,31,Male,No,0,No,92592,521,Temecula,33.507255,-117.029473,46171,0
SLNS-EFJUW,One Year,6974-DAFLI,No,No,No,No,No,Yes,No,No,None,8,No,Bank Withdrawal,55,0,3.28,No,No,No,1140.05,180.4,19.7,0.0,54,Female,Yes,0,No,93312,697,Bakersfield,35.392599,-119.245341,40836,0
SLQR-XBHFG,Month-to-Month,8780-RSYYU,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,25,0,6.0,No,No,No,532.1,150.0,19.2,0.0,42,Female,No,0,No,95620,1342,Dixon,38.392821,-121.799917,18529,0
SNBT-NSSPQ,Two Year,7375-WMVMT,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,2,Yes,Credit Card,71,9,1.23,Yes,No,No,6707.15,87.33,95.5,0.0,75,Male,Yes,0,Yes,92595,522,Wildomar,33.617108,-117.253349,19368,0
SOFA-LYXYU,Month-to-Month,9773-PEQBZ,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,10,22,15.6,No,No,No,797.25,156.0,79.85,0.0,43,Male,No,0,No,92530,494,Lake Elsinore,33.655421,-117.391751,38519,0
SOGI-HFPZT,Month-to-Month,9133-AYJZG,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Credit Card,23,19,14.45,Yes,Yes,Yes,2249.1,332.35,98.7,0.0,40,Female,No,0,No,94941,1040,Mill Valley,37.901371,-122.572024,28727,0
SPBJ-OHBFI,One Year,7718-UPSKJ,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,9,Yes,Credit Card,69,5,24.17,Yes,Yes,Yes,7251.9,1667.73,106.4,3.59,59,Female,Yes,0,No,92116,364,San Diego,32.765299,-117.122565,33083,0
SPTT-KMECC,One Year,7872-BAAZR,No,No,No,No,No,Yes,No,No,None,10,No,Bank Withdrawal,53,0,30.31,No,No,No,1007.9,1606.43,19.55,0.0,49,Female,Yes,1,No,90650,125,Norwalk,33.905963,-118.08263,103214,0
SQAL-XJJXQ,Month-to-Month,6376-GAHQE,No,Yes,No,No,No,Yes,No,No,Fiber Optic,0,No,Bank Withdrawal,4,28,42.8,No,No,Yes,299.2,171.2,77.85,0.0,48,Male,No,0,No,95714,1409,Dutch Flat,39.197215,-120.83679,350,1
SQPN-KFIWM,One Year,6303-KFWSL,No,Yes,Yes,Yes,No,Yes,No,Yes,DSL,0,Yes,Bank Withdrawal,29,69,39.35,No,No,No,1620.2,1141.15,55.25,0.0,28,Female,No,0,No,90071,60,Los Angeles,34.052917,-118.255178,21,0
SQWC-XSJAS,Two Year,7274-CGTOD,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,0,Yes,Bank Withdrawal,62,51,0.0,No,No,No,2618.3,0.0,43.7,0.0,21,Male,No,0,No,94963,1051,San Geronimo,38.00474,-122.663717,548,0
SRFI-GLPOI,Two Year,8540-ZQGEA,No,No,No,No,No,Yes,No,No,None,1,No,Credit Card,54,0,32.72,No,No,No,1102.4,1766.88,20.05,0.0,58,Female,Yes,0,No,90293,96,Playa Del Rey,33.947305,-118.439841,11264,0
SRXP-TAIKT,Month-to-Month,6131-IUNXN,No,No,No,No,No,Yes,No,No,None,6,No,Mailed Check,19,0,46.91,No,No,No,382.2,891.29,20.2,0.0,47,Female,Yes,2,No,92646,538,Huntington Beach,33.666301,-117.969501,56517,0
SRZS-FAPXA,One Year,7285-KLOTR,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Cable,3,No,Bank Withdrawal,12,17,25.09,Yes,Yes,Yes,876.75,301.08,78.85,0.0,46,Female,Yes,0,No,94044,877,Pacifica,37.573633,-122.455167,38885,0
SSGH-KQWJZ,Month-to-Month,7824-PANSQ,No,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,0,No,Bank Withdrawal,58,8,44.67,No,No,No,4807.35,2590.86,80.65,0.0,52,Male,No,0,No,93546,756,Mammoth Lakes,37.550074,-118.837167,8217,0
SSVO-NIEVK,One Year,8652-YHIYU,No,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,0,Yes,Credit Card,16,69,27.23,No,No,No,1264.2,435.68,79.5,0.0,30,Female,No,3,No,95125,1106,San Jose,37.294926,-121.894763,46185,0
SSZA-MIRQD,One Year,6345-ULYRW,No,Yes,Yes,Yes,No,Yes,No,Yes,Cable,1,No,Credit Card,44,14,24.62,Yes,Yes,No,3912.9,1083.28,88.4,0.0,68,Male,Yes,0,Yes,92651,542,Laguna Beach,33.570023,-117.773669,25206,1
SUER-JFTQF,Month-to-Month,7398-SKNQZ,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,5,No,Bank Withdrawal,3,7,2.97,Yes,Yes,Yes,273.2,8.91,94.9,0.0,51,Female,Yes,0,No,90241,72,Downey,33.940884,-118.128628,40152,0
SUIE-JXBYW,Month-to-Month,8378-LKJAF,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,9,Yes,Credit Card,38,14,24.22,Yes,Yes,Yes,3956.7,920.36,101.15,0.0,34,Male,Yes,1,No,92704,564,Santa Ana,33.719869,-117.907063,91188,0
SUQF-DQMVB,Month-to-Month,8710-YGLWG,No,Yes,No,No,No,Yes,No,Yes,DSL,0,Yes,Credit Card,1,13,15.76,No,No,No,44.9,15.76,44.9,0.0,44,Male,No,0,No,91343,205,North Hills,34.238802,-118.482296,57017,0
SUQW-SYBAV,One Year,8109-YUOHE,No,Yes,No,Yes,Yes,Yes,No,Yes,Cable,0,No,Credit Card,17,15,36.47,No,No,No,946.95,619.99,56.1,0.0,58,Male,No,0,No,91326,200,Porter Ranch,34.281911,-118.556218,28067,0
SUXC-FDPFJ,Month-to-Month,7926-IJOOU,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,1,0,16.36,No,No,No,19.3,16.36,19.3,0.0,50,Male,No,0,No,94116,902,San Francisco,37.74441,-122.486764,42959,0
SVWG-TZYXS,Month-to-Month,6745-JEFZB,No,Yes,Yes,No,No,Yes,Yes,No,Fiber Optic,2,Yes,Credit Card,35,10,23.85,No,No,Yes,3236.35,834.75,91.5,40.79,64,Male,Yes,0,No,92019,318,El Cajon,32.785165,-116.862648,40995,0
SVXE-OZAIM,One Year,7216-KAOID,No,No,No,No,No,Yes,No,No,None,8,No,Bank Withdrawal,41,0,39.53,No,No,No,798.2,1620.73,19.5,0.0,27,Male,Yes,1,No,95401,1221,Santa Rosa,38.460517,-122.790335,36125,0
SVZS-SEWJU,One Year,9522-ZSINC,No,No,No,No,No,Yes,No,No,None,0,Yes,Bank Withdrawal,13,0,7.33,No,No,No,253.8,95.29,19.95,0.0,34,Male,No,0,No,95409,1226,Santa Rosa,38.468893,-122.580539,25718,0
SWEV-UDMBT,One Year,6599-GZWCM,No,Yes,No,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Credit Card,13,15,42.62,No,No,No,966.25,554.06,74.65,0.0,39,Female,No,0,No,95129,1110,San Jose,37.305622,-122.000887,37570,0
SWMJ-OYWOZ,One Year,7338-ERIVA,No,Yes,No,No,Yes,No,Yes,Yes,DSL,0,No,Bank Withdrawal,39,13,0.0,No,No,Yes,1790.6,0.0,45.05,0.0,40,Male,No,0,No,96027,1540,Etna,41.405193,-123.008567,2156,0
SYKI-HFEQN,One Year,8631-XVRZL,No,No,No,No,No,Yes,No,No,None,0,Yes,Mailed Check,9,0,48.61,No,No,No,163.7,437.49,20.15,0.0,40,Male,No,0,No,95720,1412,Kyburz,38.766036,-120.209673,183,0
SYYY-CORDV,Month-to-Month,6483-OATDN,No,Yes,No,No,Yes,Yes,No,Yes,DSL,7,Yes,Credit Card,8,20,10.36,No,No,No,411.6,82.88,51.3,15.02,47,Male,Yes,1,No,91016,166,Monrovia,34.1528,-118.000482,41067,0
SZUV-HBRPX,Month-to-Month,9163-GHAYE,No,Yes,No,Yes,No,Yes,No,Yes,Cable,0,No,Bank Withdrawal,15,23,31.68,No,No,No,736.8,475.2,48.85,0.0,34,Female,No,0,No,95204,1124,Stockton,37.974498,-121.319568,30476,0
TANB-FAJZW,Month-to-Month,6689-KXGBO,No,Yes,No,Yes,No,Yes,No,Yes,DSL,0,No,Bank Withdrawal,1,5,30.96,No,No,No,50.55,30.96,50.55,0.0,36,Female,No,0,No,93401,699,San Luis Obispo,35.233745,-120.626442,27047,1
TAZY-TFXWY,Month-to-Month,6231-WFGFH,No,No,No,No,No,Yes,No,No,None,4,Yes,Mailed Check,4,0,3.63,No,No,No,77.6,14.52,20.5,0.0,39,Male,Yes,2,No,94510,931,Benicia,38.113533,-122.11926,25578,0
TBBH-EWYSR,Month-to-Month,8439-LTUGF,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,10,0,19.1,No,No,No,198.6,191.0,20.0,0.0,51,Male,No,0,No,92630,537,Lake Forest,33.644849,-117.684254,59176,0
TBML-FQMDG,Month-to-Month,9334-GWGOW,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,2,Yes,Bank Withdrawal,7,13,6.81,No,No,No,485.25,47.67,74.85,0.0,68,Male,Yes,0,Yes,93251,665,Mc Kittrick,35.38381,-119.730885,302,0
TCHJ-UTJCD,Month-to-Month,7623-TRNQN,No,Yes,No,No,No,Yes,Yes,Yes,DSL,0,Yes,Mailed Check,1,17,39.6,No,No,No,49.9,39.6,49.9,0.0,34,Male,No,1,No,95642,1363,Jackson,38.336216,-120.76901,6202,1
TCMG-TOCME,Month-to-Month,7235-NXZCP,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Mailed Check,2,18,45.41,No,No,No,156.4,90.82,74.85,0.0,79,Male,No,0,Yes,96044,1551,Hornbrook,41.962127,-122.527696,1026,1
TDHS-LLQSU,Month-to-Month,8486-AYEQH,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,31,59,38.78,No,No,No,2227.8,1202.18,76.05,0.0,30,Female,No,0,No,91931,298,Guatay,32.857946,-116.561917,796,0
TDJF-LLVSN,Month-to-Month,9822-WMWVG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,0,Yes,Bank Withdrawal,41,59,36.7,No,No,Yes,4282.4,1504.7,106.5,0.0,20,Female,No,0,No,92313,434,Grand Terrace,34.029175,-117.307211,11024,0
TDSV-LFETI,Two Year,8215-NGSPE,No,No,No,No,No,Yes,No,No,None,3,No,Credit Card,42,0,3.14,No,No,No,833.55,131.88,20.0,0.0,63,Female,Yes,1,No,93035,616,Oxnard,34.18454,-119.224666,25322,0
TDWN-BZUPZ,Two Year,9281-CEDRU,No,Yes,No,Yes,No,Yes,Yes,Yes,DSL,2,No,Bank Withdrawal,68,53,8.62,No,No,Yes,4326.25,586.16,64.1,19.12,23,Female,Yes,0,No,92275,419,Salton City,33.28156,-115.955541,799,0
TEJX-SLWDR,One Year,7696-AMHOD,Yes,Yes,No,Yes,No,Yes,No,Yes,DSL,10,No,Credit Card,49,82,9.07,Yes,Yes,Yes,3824.2,444.43,78.0,0.0,23,Female,Yes,1,No,92028,325,Fallbrook,33.362575,-117.299644,42239,0
TEXX-NKPMR,Two Year,9786-YWNHU,Yes,Yes,No,Yes,Yes,Yes,Yes,No,DSL,6,No,Credit Card,63,27,1.18,No,No,No,4014.2,74.34,63.55,0.0,62,Female,Yes,2,No,92336,447,Fontana,34.136367,-117.460803,54586,0
TFBG-OZEKF,Month-to-Month,9725-SCPZG,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,1,6,1.13,Yes,Yes,Yes,90.85,1.13,90.85,0.0,47,Male,No,0,No,96150,1626,South Lake Tahoe,38.911577,-120.106169,33038,1
TFUZ-HDMUB,Month-to-Month,7776-QGYJC,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,7,Yes,Bank Withdrawal,39,76,40.68,No,No,No,3107.3,1586.52,81.5,0.0,64,Female,Yes,5,No,96019,1533,Shasta Lake,40.692523,-122.369876,6277,0
TFYR-VEUIA,Month-to-Month,7410-KTVFV,Yes,Yes,No,No,No,Yes,No,Yes,DSL,1,Yes,Mailed Check,18,26,19.05,No,No,No,878.35,342.9,49.55,0.0,53,Male,Yes,0,No,95950,1486,Grimes,39.033058,-121.895718,531,1
TGAX-MCIHC,Month-to-Month,9667-EQRXU,Yes,Yes,No,No,No,No,No,No,Cable,0,Yes,Bank Withdrawal,30,7,0.0,No,No,Yes,1172.95,0.0,40.3,0.0,74,Female,No,0,Yes,93516,739,Boron,34.95703,-117.73045,2241,1
TGFU-VOLQJ,Month-to-Month,7993-PYKOF,No,Yes,No,No,Yes,Yes,No,Yes,Fiber Optic,1,No,Bank Withdrawal,8,42,5.34,No,Yes,No,632.95,42.72,75.0,0.0,20,Male,Yes,0,No,95471,1273,Rio Nido,38.522328,-122.97932,298,1
THVH-AKCBC,Month-to-Month,7521-AFHAB,No,Yes,No,No,No,Yes,No,Yes,Cable,10,No,Credit Card,5,19,35.6,No,No,No,220.45,178.0,44.8,0.0,45,Female,Yes,2,No,93602,768,Auberry,36.991762,-119.242874,3464,0
THZX-SLIFV,Month-to-Month,7605-SNLQG,Yes,Yes,No,No,No,Yes,No,Yes,DSL,6,Yes,Credit Card,45,22,6.49,No,No,No,2221.55,292.05,50.25,0.0,42,Female,Yes,0,No,90249,77,Gardena,33.90139,-118.315697,26442,0
TIIT-CYHQC,Month-to-Month,9048-JVYVF,No,Yes,No,No,No,Yes,Yes,Yes,Cable,0,Yes,Bank Withdrawal,3,6,35.64,Yes,Yes,Yes,191.35,106.92,69.35,0.0,48,Male,No,0,No,92028,325,Fallbrook,33.362575,-117.299644,42239,1
TINZ-GLPCW,One Year,7029-IJEJK,No,Yes,No,No,Yes,No,Yes,Yes,DSL,0,No,Bank Withdrawal,54,21,0.0,Yes,Yes,No,2369.7,0.0,44.1,0.0,52,Female,No,0,No,90059,50,Los Angeles,33.927254,-118.249826,38128,0
TJKG-LRUBY,One Year,8821-KVZKQ,Yes,Yes,No,Yes,No,No,Yes,Yes,Cable,1,Yes,Bank Withdrawal,70,19,0.0,Yes,Yes,Yes,4113.15,0.0,58.4,32.53,52,Female,Yes,2,No,95437,1244,Fort Bragg,39.455555,-123.683979,14417,0
TJMO-YQPTG,Two Year,6695-FRVEC,Yes,Yes,No,No,Yes,Yes,Yes,No,Cable,1,Yes,Bank Withdrawal,67,13,21.17,No,No,No,3953.7,1418.39,60.4,0.0,60,Male,Yes,0,No,91506,233,Burbank,34.169706,-118.323548,18539,0
TJMS-QQNHW,Two Year,9297-EONCV,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,0,Yes,Bank Withdrawal,72,22,44.21,Yes,Yes,Yes,6697.2,3183.12,91.35,0.0,47,Female,No,0,No,94536,948,Fremont,37.572273,-121.964583,66543,0
TJPE-XKMQH,Month-to-Month,9391-TTOYH,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,23,0,13.98,No,No,No,470.2,321.54,19.5,0.0,33,Female,No,0,No,94611,1004,Oakland,37.828416,-122.216005,36517,0
TKAH-IYRZE,Month-to-Month,9927-DSWDF,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,1,Yes,Bank Withdrawal,22,3,49.66,Yes,Yes,Yes,2180.55,1092.52,104.6,0.0,53,Male,Yes,0,No,90274,88,Palos Verdes Peninsula,33.788208,-118.404955,24979,0
TKGN-ZPBOV,Two Year,9814-AOUDH,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,53,0,24.17,No,No,No,1050.5,1281.01,19.5,0.0,29,Male,No,0,No,95912,1457,Arbuckle,38.982373,-122.047751,4796,0
TLQW-LMNDH,Two Year,7469-LKBCI,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,16,0,32.62,No,No,No,326.8,521.92,18.95,0.0,21,Male,No,0,No,90013,12,Los Angeles,34.044639,-118.240413,9732,0
TNSX-WSHSZ,Month-to-Month,7721-JXEAW,No,Yes,No,Yes,No,No,No,Yes,DSL,1,Yes,Bank Withdrawal,59,69,0.0,Yes,Yes,No,2452.7,0.0,41.05,0.0,23,Male,Yes,0,No,95624,1345,Elk Grove,38.434138,-121.30587,38534,1
TOMC-QXOGZ,Two Year,7813-ZGGAW,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,0,Yes,Bank Withdrawal,31,10,15.35,No,No,Yes,2877.95,475.85,96.6,0.0,68,Male,No,0,Yes,95703,1406,Applegate,38.983388,-120.988814,1526,0
TPCA-UIDHT,Two Year,7771-ZONAT,Yes,Yes,No,No,No,No,Yes,Yes,DSL,0,No,Bank Withdrawal,22,19,0.0,Yes,Yes,Yes,1304.85,0.0,56.75,0.0,62,Male,No,0,No,94973,1057,Woodacre,38.005839,-122.638155,1449,0
TQEI-EHXNZ,Two Year,8232-CTLKO,No,Yes,No,No,Yes,Yes,No,Yes,DSL,9,Yes,Bank Withdrawal,66,16,8.39,No,No,Yes,3996.8,553.74,59.75,0.0,58,Female,Yes,2,No,92259,409,Ocotillo,32.698964,-115.886656,471,0
TQSB-GMWIO,Month-to-Month,7989-AWGEH,No,Yes,No,No,Yes,No,No,Yes,DSL,8,Yes,Bank Withdrawal,49,47,0.0,Yes,Yes,No,1838.15,0.0,39.2,0.0,24,Male,Yes,2,No,93405,701,San Luis Obispo,35.236549,-120.727344,31982,0
TRWG-DUJZR,Two Year,7359-SSBJK,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,0,Yes,Credit Card,64,24,29.12,No,No,Yes,4481.0,1863.68,70.2,0.0,80,Female,No,0,Yes,90605,116,Whittier,33.960891,-118.032222,38181,1
TSAB-LGWSH,Month-to-Month,8069-YQQAJ,No,Yes,No,Yes,No,No,No,Yes,Cable,0,Yes,Mailed Check,14,12,0.0,No,No,No,419.7,0.0,31.1,0.0,63,Male,No,0,No,91604,236,Studio City,34.139082,-118.39275,26157,0
